"genus_species","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"Spottobrotula mahodadi","Cohen &amp; Nielsen, 1978","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,57.5
"Spottobrotula persica","Nielsen, Schwarzhans &amp; Uiblein, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.3020000076,280
"Ventichthys biospeedoi","Nielsen, Møller &amp; Segonzac, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2820000076,NA
"Ungusurculus komodoensis","Schwarzhans &amp; Møller, 2007","dd",0.6,1.3,NA,NA,NA,NA,NA,"reef-associated",0.033,NA
"Parascolopsis baranesi","Russell &amp; Golani, 1993","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1119999981,330
"Plagiogeneion fiolenti","Parin, 1991","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.27,240
"Protoblepharon mccoskeri","Ho &amp; Johnson, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.305,NA
"Protoblepharon rosenblatti","Baldwin, Johnson &amp; Paxton, 1997","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.22,NA
"Neobythitoides serratus","Nielsen &amp; Machida, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Pseudoscopelus cephalus","Fowler, 1934","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.08899999619,690
"Lipogramma idabeli","Tornabene, Robertson &amp; Baldwin, 2018","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02630000114,143.5
"Ostracoberyx fowleri","Matsubara, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.08,NA
"Anisochromis straussi","Springer, Smith &amp; Fraser, 1977","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02829999924,5.5
"Atractoscion atelodus","(Günther, 1867)","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.515,NA
"Atractoscion microlepis","Song, Kim &amp; Kang, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.355,NA
"Johnius majan","Iwatsuki, Jawad &amp; Al-Mamry, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1580000019,NA
"Achiropsetta tricholepis","Norman, 1930","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.39,603.5
"Pseudomancopsetta andriashevi","Evseenko, 1984","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1419999981,282.5
"Alosa algeriensis","Regan, 1916","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.435,NA
"Thryssa gautamiensis","Babu Rao, 1971","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.215,25
"Tenualosa reevesii","(Richardson, 1846)","dd",2.6,11.6,3.6144,10,NA,3.2,5000,"pelagic-neritic",0.616,NA
"Stolephorus ronquilloi","Wongratana, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.05300000191,25
"Opisthopterus effulgens","(Regan 1903)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.205,NA
"Anchoa analis","(Miller, 1945)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1,1.5
"Anchoa chamensis","Hildebrand, 1943","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.06,25
"Thryssa polybranchialis","Wongratana, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1910000038,NA
"Sardinella rouxi","(Poll, 1953)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.16,25
"Sardinella brasiliensis","(Steindachner, 1879)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.27,32.5
"Nematalosa japonica","Regan, 1917","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.19,NA
"Sardinella jussieu","(Lacepède, 1803)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.165,25
"Thryssa kammalensis","(Bleeker, 1849)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1720000076,10.5
"Coilia coomansi","Hardenberg, 1934","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1230000019,25
"Setipinna melanochir","(Bleeker, 1849)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.33,NA
"Coilia ramcarati","(Hamilton, 1822)","dd",2.6,9.8,13.09,22,NA,NA,NA,"pelagic-neritic",0.25,NA
"Coilia rebentischii","Bleeker, 1858","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1519999981,25
"Setipinna paxtoni","Wongratana, 1987","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.11,NA
"Thryssa chefuensis","(Günther, 1874)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1069999981,NA
"Thryssa dayi","Wongratana, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.215,25
"Thryssa malabarica","(Bloch, 1795)","dd",1.2,4,16.2,28,NA,NA,NA,"pelagic-neritic",0.175,NA
"Thryssa purava","(Hamilton, 1822)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.155,25
"Thryssa spinidens","(Jordan &amp; Seale, 1925)","dd",1.2,3.8,32.803,56,NA,NA,NA,"pelagic-neritic",0.165,NA
"Etrumeus golanii","DiBattista, Randall &amp; Bowen, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.2079999924,NA
"Etrumeus wongratanai","DiBattista, Randall &amp; Bowen, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.185,NA
"Amblygaster indiana","Mary, Balasubramanian, Selvaraju &amp; Shiny, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.02930000067,NA
"Arnoglossus andrewsi","Kurth, 1954","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2254999924,22
"Arnoglossus armstrongi","Scott, 1975","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1685000038,NA
"Arnoglossus coeruleosticta","(Steindachner, 1898)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Arnoglossus marisrubri","Klausewitz &amp; Schneider, 1986","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,373
"Arnoglossus multirastris","Parin, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Arnoglossus sayaensis","Amaoka &amp; Imamura, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1469999981,222.5
"Bothus assimilis","(Günther, 1862)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA
"Bothus ellipticus","(Poey, 1860)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Bothus tricirrhitus","Kotthaus, 1977","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Chascanopsetta elski","Foroshchuk, 1991","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Chascanopsetta megagnatha","Amaoka &amp; Parin, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2460000038,500
"Chascanopsetta micrognatha","Amaoka &amp; Yamamoto, 1984","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2739999962,347.5
"Crossorhombus howensis","Hensley &amp; Randall, 1993","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,NA
"Engyprosopon filipennis","Wu &amp; Tang, 1935","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1063000011,NA
"Engyprosopon hensleyi","Amaoka &amp; Imamura, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1169999981,220.5
"Engyprosopon obliquioculatum","(Fowler, 1934)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07599999905,NA
"Engyprosopon osculus","(Amaoka &amp; Arai, 1998)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1030000019,24
"Engyprosopon regani","Hensley &amp; Suzumoto, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03900000095,NA
"Grammatobothus krempfi","Chabanaud, 1929","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,NA
"Laeops nigrescens","Lloyd, 1907","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Monolene danae","Bruun, 1937","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,350
"Parabothus amaokai","Parin, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,185
"Parabothus budkeri","(Chabanaud, 1943)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Parabothus malhensis","(Regan, 1908)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Parabothus polylepis","(Alcock, 1889)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,61.5
"Psettina filimana","Li &amp; Wang, 1982","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.095,NA
"Psettina multisquamea","Fedorov &amp; Foroshchuk, 1988","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Psettina profunda","(Weber, 1913)","dd",1.7,5.5,NA,NA,NA,NA,NA,"demersal",0.11,NA
"Tosarhombus nielseni","Amaoka &amp; Rivaton, 1991","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1720000076,177
"Engraulis albidus","Borsa, Collet &amp; Durand, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.09449999809,NA
"Samariscus filipectoralis","Shen, 1982","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Gobiodon ater","Herler, Bogorodsky &amp; Suzuki, 2013","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02650000095,NA
"Cynoglossus semilaevis","Günther, 1873","dd",5.6,23.8,4.05,2,NA,3.7,NA,"demersal",0.571,NA
"Citharoides orbitalis","Hoshino, 2000","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Lepidoblepharon ophthalmolepis","Weber, 1913","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.36,369
"Cynoglossus abbreviatus","(Gray, 1834)","dd",4.4,17.8,18.3,9,NA,3.5,NA,"demersal",0.3,NA
"Cynoglossus crepida","Fricke, Golani &amp; Appelbaum-Golani, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.2029000092,NA
"Cynoglossus dollfusi","(Chabanaud, 1931)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1289999962,NA
"Cynoglossus gracilis","Günther, 1873","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.28,NA
"Cynoglossus nanhaiensis","Wang, Munroe &amp; Kong, 2016","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1434000015,NA
"Cynoglossus oligolepis","(Bleeker, 1855)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3420000076,NA
"Cynoglossus pottii","Steindachner, 1902","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Cynoglossus purpureomaculatus","Regan, 1905","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2687000084,NA
"Cynoglossus sealarki","Regan, 1908","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.19,NA
"Cynoglossus sibogae","Weber, 1913","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07699999809,80
"Cynoglossus trulla","(Cantor, 1849)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.45,NA
"Paraplagusia guttata","(Macleay, 1878)","dd",3.1,11.3,52.81,34,NA,NA,NA,"demersal",0.21,NA
"Symphurus australis","McCulloch, 1907","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Symphurus bathyspilus","Krabbenhoft &amp; Munroe, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1210000038,374
"Symphurus fuscus","Brauer, 1906","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Symphurus gilesii","(Alcock, 1889)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.14,578
"Symphurus hondoensis","Hubbs, 1915","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1215999985,602.5
"Symphurus kyaropterygium","Menezes &amp; Benvegnú, 1976","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,52.5
"Symphurus leucochilus","Lee, Munroe &amp; Shao, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.06690000057,NA
"Symphurus maldivensis","Chabanaud, 1955","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.11,274.5
"Symphurus marmoratus","Fowler, 1934","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09800000191,155.5
"Symphurus megasomus","Lee, Chen &amp; Shao, 2009","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1467000008,420
"Symphurus microlepis","Garman, 1899","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1,NA
"Symphurus ocellaris","Munroe &amp; Robertson, 2005","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07320000172,13.5
"Symphurus regani","Weber &amp; de Beaufort, 1929","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.12,1083.5
"Symphurus schultzi","Chabanaud, 1955","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Symphurus undatus","Gilbert, 1905","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,319.5
"Symphurus woodmasoni","(Alcock, 1889)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1360000038,646.5
"Ambassis macracanthus","Bleeker, 1849","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.105,NA
"Gobiodon winterbottomi","Suzuki, Yano &amp; Senou, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02769999981,6.5
"Poecilopsetta dorsialta","Guibord &amp; Chapleau, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1115999985,283.5
"Poecilopsetta albomaculata","Norman, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.14,274.5
"Paragobiodon kasaii","Suzuki &amp; Randall, 2011","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01809999943,9
"Eviota bilunula","Greenfield &amp; Suzuki, 2016","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01090000033,NA
"Eviota brahmi","Greenfield &amp; Tornabene, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01679999948,10
"Eviota erdmanni","Tornabene &amp; Greenfield, 2016","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01179999948,NA
"Eviota eyreae","Greenfield &amp; Randall, 2016","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Eviota filamentosa","Sukuzi &amp; Greenfield, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01090000033,12
"Eviota flavipinnata","Suzuki, Greenfield &amp; Motomura, 2015","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Eviota flebilis","Greenfield, Suzuki &amp; Shibukawa, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.0100999999,6.5
"Eviota imitata","Greenfield, Tornabene &amp; Erdmann, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01389999986,10
"Eviota japonica","Jewett &amp; Lachner, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02410000086,NA
"Eviota lentiginosa","Greenfield &amp; Randall, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.01340000033,NA
"Eviota melanosphena","Greenfield &amp; Jewett, 2016","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01330000043,12
"Eviota mimica","Greenfield &amp; Randall, 2016","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01330000043,10.5
"Eviota minuta","Greenfield &amp; Jewett, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.01269999981,2.5
"Bryaninops spongicolus","Suzuki, Bogorodsky &amp; Randall, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02450000048,NA
"Eviota pictifacies","Greenfield &amp; Erdmann, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01559999943,5.5
"Beliops batanensis","Smith-Vaniz &amp; Johnson, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02400000095,10.5
"Manonichthys winterbottomi","Gill, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07,21.5
"Pseudochromis colei","Herre, 1933","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04099999905,26.5
"Pseudochromis eichleri","Gill, Allen &amp; Erdmann, 2012","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06829999924,20
"Psettina hainanensis","(Wu &amp; Tang, 1935)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,NA
"Plectranthias knappi","Randall, 1996","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Pseudogramma erythrea","Randall &amp; Baldwin, 1997","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Aseraggodes kimurai","Randall &amp; Desoutter-Meniger, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07170000076,NA
"Aseraggodes winterbottomi","Randall &amp; Desoutter-Meniger, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04630000114,15
"Polyipnus ovatus","Harold, 1994","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",0.04699999809,201.5
"Thorophos euryops","Bruun, 1931","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"Thorophos nexilis","(Myers, 1932)","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"Vespicula cypho","(Fowler, 1938)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03299999952,NA
"Bovitrigla acanthomoplate","Fowler, 1938","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,416.5
"Lepidotrigla deasoni","Herre &amp; Kauffman, 1952","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Lepidotrigla eydouxii","Sauvage, 1878","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Lepidotrigla macrobrachia","Fowler, 1938","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Lepidotrigla pectoralis","Fowler, 1938","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Polysteganus cerasinus","Iwatsuki &amp; Heemstra, 2015","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1339999962,NA
"Polysteganus flavodorsalis","Iwatsuki &amp; Heemstra, 2015","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.265,259.5
"Sparidentex jamalensis","Amir, Siddiqui &amp; Masroor, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2239999962,NA
"Syacium maculiferum","(Garman, 1899)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.24,NA
"Arnoglossus brunneus","(Fowler, 1934)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1829999924,279.5
"Citharichthys darwini","Victor &amp; Wellington, 2013","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.06,NA
"Hippoglossina montemaris","de Buen, 1961","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Hippoglossina mystacium","Ginsburg, 1936","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Paralichthys delfini","Pequeño &amp; Plaza, 1987","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Pseudorhombus ctenosquamis","(Oshima, 1927)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Glyptocephalus stelleri","(Schmidt, 1904)","dd",4.8,20.4,19.9475,19,NA,3.1,1500,"demersal",0.52,NA
"Liopsetta pinnifasciata","(Kner, 1870)","dd",4.6,19,1.7453,3,NA,3.3,NA,"demersal",0.5,NA
"Microstomus achne","(Jordan &amp; Starks, 1904)","dd",8.1,35.8,7.0334,5,NA,3.2,1760,"demersal",0.6,NA
"Pleuronichthys cornutus","(Temminck &amp; Schlegel, 1846)","dd",3.3,12.3,18.3528,23,NA,NA,1000,"demersal",0.3,NA
"Pseudopleuronectes obscurus","(Herzenstein, 1890)","dd",4.2,17.9,22.1016,28,NA,NA,2600,"demersal",0.56,NA
"Marleyella maldivensis","Norman, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Nematops grandisquama","Weber &amp; de Beaufort, 1929","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09,144
"Nematops macrochirus","Norman, 1931","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.15,328
"Nematops microstoma","Günther, 1880","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,NA
"Nematops nanosquama","Amaoka, Kawai &amp; Séret, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.095,373
"Poecilopsetta macrocephala","Hoshino, Amaoka &amp; Last, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1023999977,NA
"Poecilopsetta multiradiata","Kawai, Amaoka &amp; Séret, 2010","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",1.55,408
"Poecilopsetta normani","Foroshchuk &amp; Fedorov, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1369999981,215
"Poecilopsetta pectoralis","Kawai &amp; Amaoka, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1468000031,545
"Ammotretis brevipinnis","Norman, 1926","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.38,NA
"Ammotretis elongatus","McCulloch, 1914","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.22,NA
"Ammotretis lituratus","(Richardson, 1844)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.23,60
"Ammotretis macrolepis","McCulloch, 1914","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,60
"Ammotretis rostratus","Günther, 1862","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,40.5
"Psammodiscus ocellatus","Günther, 1862","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA
"Taratretis derwentensis","Last, 1978","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,26.5
"Plagiopsetta gracilis","Mihara &amp; Amaoka, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.04389999866,325
"Plagiopsetta stigmosa","Mihara &amp; Amaoka, 2004","dd",0.1,0,6.415,11,NA,NA,NA,"bathydemersal",0.168,NA
"Samaretta perexilis","Voronina &amp; Suzumoto, 2017","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,491
"Samaris chesterfieldensis","Mihara &amp; Amaoka, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.05869999886,197
"Samaris spinea","Mihara &amp; Amaoka, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.05320000172,66
"Samariscus asanoi","Ochiai &amp; Amaoka, 1962","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Samariscus corallinus","Gilbert, 1905","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,106.5
"Samariscus hexaradiatus","Díaz de Astarloa, Causse &amp; Pruvost, 2014","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1002999973,230
"Samariscus inornatus","(Lloyd, 1909)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.115,249
"Samariscus japonicus","Kamohara, 1936","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,NA
"Samariscus leopardus","Voronina, 2009","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1219999981,NA
"Samariscus luzonensis","Fowler, 1934","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07599999905,86
"Samariscus macrognathus","Fowler, 1934","dd",0.1,0,1,1,NA,3.5,NA,"demersal",0.055,NA
"Samariscus maculatus","(Günther, 1880)","dd",0.1,0,NA,NA,NA,3.5,NA,"demersal",0.1,NA
"Samariscus multiradiatus","Kawai, Amaoka &amp; Séret, 2008","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.06099999905,363
"Samariscus neocaledonia","Kawai, Amaoka &amp; Séret, 2011","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.05,261
"Samariscus xenicus","Ochiai &amp; Amaoka, 1962","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06,NA
"Aseraggodes albidus","Randall &amp; Desoutter-Meniger, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02930000067,NA
"Aseraggodes andersoni","Randall &amp; Bogorodsky, 2013","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02349999905,1.5
"Aseraggodes beauforti","Chabanaud, 1930","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04920000076,NA
"Aseraggodes chapleaui","Randall &amp; Desoutter-Meniger, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03549999952,NA
"Aseraggodes cheni","Randall &amp; Senou, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07449999809,31
"Aseraggodes corymbus","Randall &amp; Bartsch, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,21
"Aseraggodes cyaneus","(Alcock, 1890)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08300000191,NA
"Aseraggodes filiger","Weber, 1913","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",1.1,40
"Aseraggodes kruppi","Randall &amp; Bogorodsky, 2013","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02400000095,NA
"Aseraggodes lenisquamis","Randall, 2005","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1019999981,7
"Aseraggodes longipinnis","Randall &amp; Desoutter-Meniger, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05480000019,NA
"Aseraggodes macronasus","Randall &amp; Bogorodsky, 2013","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06150000095,11.5
"Aseraggodes martine","Randall &amp; Bogorodsky, 2013","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Aseraggodes matsuurai","Randall &amp; Desoutter-Meniger, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05510000229,9
"Aseraggodes microlepidotus","Weber, 1913","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Aseraggodes nigrocirratus","Randall, 2005","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.0893999958,NA
"Aseraggodes normani","Chabanaud, 1930","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1319999981,21
"Aseraggodes orientalis","Randall &amp; Senou, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04429999828,13
