"genus_species","iucn_authority","iucn_category","lat_range","long_range","trophic_level","mature_age","longevity","diet","mass_g","length_m","depth_num","depth_zone"
"Harengula humeralis","(Cuvier, 1829)","1",NA,NA,NA,NA,NA,NA,NA,0.22,25,"reef-associated"
"Ophidion dromio","Lea &amp; Robins, 2003","1",NA,NA,NA,NA,NA,NA,NA,0.1460000038,117,"benthopelagic"
"Achirus declivis","Chabanaud, 1940","1",NA,NA,NA,NA,NA,NA,90.19999695,0.1870000076,NA,"demersal"
"Sargocentron hastatum","(Cuvier, 1829)","1",NA,NA,NA,NA,NA,NA,NA,0.2789999962,101.5,"reef-associated"
"Otophidium omostigma","(Jordan &amp; Gilbert, 1882)","1",NA,NA,NA,0.6,25.5,"benthivorous",NA,0.129,NA,"demersal"
"Otophidium omostigma","(Jordan &amp; Gilbert, 1882)","1",NA,NA,NA,0.6,25.5,"benthivorous",NA,0.129,NA,"demersal"
"Otophidium omostigma","(Jordan &amp; Gilbert, 1882)","1",NA,NA,NA,0.6,25.5,"benthivorous",NA,0.129,NA,"demersal"
"Elagatis bipinnulata","(Quoy &amp; Gaimard, 1825)","1",83.4,346,4.3,1.1,4.8,"carnivorous",46210,0.8,20,NA
"Saurida caribbaea","Breder, 1927","1",NA,NA,NA,1.4,7.3,"piscivorous",NA,0.18,NA,"demersal"
"Bregmaceros cantori","Milliken &amp; Houde, 1984","1",NA,NA,NA,NA,NA,"planktivorous",NA,0.057,NA,"pelagic"
"Beryx splendens","Lowe, 1834","1",NA,NA,4.3,6.1,23,"generalist",4000,0.43,740,"benthopelagic"
"Beryx splendens","Lowe, 1834","1",NA,NA,4.3,6.1,23,"generalist",4000,0.43,740,"benthopelagic"
"Hemiramphus bermudensis","Collette, 1962","1",NA,NA,NA,NA,NA,NA,NA,0.44,NA,"pelagic-neritic"
"Engraulis eurystole","(Swain &amp; Meek, 1884)","1",NA,NA,NA,1.1,6,"planktivorous",NA,0.155,NA,"pelagic"
"Engraulis eurystole","(Swain &amp; Meek, 1884)","1",NA,NA,NA,1.1,6,"planktivorous",NA,0.155,NA,"pelagic"
"Engraulis eurystole","(Swain &amp; Meek, 1884)","1",NA,NA,NA,1.1,6,"planktivorous",NA,0.155,NA,"pelagic"
"Engraulis eurystole","(Swain &amp; Meek, 1884)","1",NA,NA,NA,1.1,6,"planktivorous",NA,0.155,NA,"pelagic"
"Erythrocles monodi","Poll &amp; Cadenat, 1954","1",NA,NA,NA,NA,NA,NA,NA,0.65,195,"pelagic-neritic"
"Antennarius pauciradiatus","Schultz, 1957","1",NA,NA,NA,NA,NA,"generalist",NA,0.063,NA,"reef-associated"
"Oligoplites palometa","(Cuvier, 1832)","1",NA,NA,NA,NA,NA,NA,900,0.4970000076,31.5,"benthopelagic"
"Citharichthys arenaceus","Evermann &amp; Marsh, 1900","1",NA,NA,NA,2.5,7.5,"benthivorous",NA,0.2,NA,"demersal"
"Anchoa hepsetus","(Linnaeus, 1758)","1",NA,NA,NA,1.1,3,"planktivorous",NA,0.153,NA,"pelagic"
"Anchoa hepsetus","(Linnaeus, 1758)","1",NA,NA,NA,1.1,3,"planktivorous",NA,0.153,NA,"pelagic"
"Anchoa hepsetus","(Linnaeus, 1758)","1",NA,NA,NA,1.1,3,"planktivorous",NA,0.153,NA,"pelagic"
"Anchoa hepsetus","(Linnaeus, 1758)","1",NA,NA,NA,1.1,3,"planktivorous",NA,0.153,NA,"pelagic"
"Centropristis striata","(Linnaeus, 1758)","1",22.533,27,4,1,10,"generalist",4300,0.66,NA,"reef-associated"
"Centropristis striata","(Linnaeus, 1758)","1",22.533,27,4,4.9,10,"generalist",4300,0.66,NA,"reef-associated"
"Centropristis striata","(Linnaeus, 1758)","1",22.533,27,4,4.9,10,"generalist",4300,0.66,NA,"reef-associated"
"Centropristis striata","(Linnaeus, 1758)","1",22.533,27,4,1.1,10,"generalist",4300,0.66,NA,"reef-associated"
"Anchovia clupeoides","(Swainson, 1839)","1",NA,NA,NA,NA,NA,NA,NA,0.3,25,"benthopelagic"
"Harengula clupeola","(Cuvier, 1829)","1",75.7,116,3.4,1.2,3.8,NA,67.12000275,0.18,NA,NA
"Centropristis philadelphica","(Linnaeus, 1758)","1",NA,NA,NA,1,10,"generalist",NA,0.3,NA,"reef-associated"
"Centropristis philadelphica","(Linnaeus, 1758)","1",NA,NA,NA,4.9,10,"generalist",NA,0.3,NA,"reef-associated"
"Centropristis philadelphica","(Linnaeus, 1758)","1",NA,NA,NA,4.9,10,"generalist",NA,0.3,NA,"reef-associated"
"Centropristis philadelphica","(Linnaeus, 1758)","1",NA,NA,NA,1.1,10,"generalist",NA,0.3,NA,"reef-associated"
"Diplectrum formosum","(Linnaeus, 1766)","1",NA,NA,NA,1.1,20,"generalist",NA,0.3,NA,"reef-associated"
"Diplectrum formosum","(Linnaeus, 1766)","1",NA,NA,NA,1.1,20,"generalist",NA,0.3,NA,"reef-associated"
"Diplectrum formosum","(Linnaeus, 1766)","1",NA,NA,NA,1.1,20,"generalist",NA,0.3,NA,"reef-associated"
"Anchoviella perfasciata","(Poey, 1860)","1",NA,NA,NA,1.1,4,"planktivorous",NA,0.11,NA,"pelagic"
"Citharichthys arctifrons","Goode, 1880","1",NA,NA,NA,2.5,7.5,"benthivorous",NA,0.18,NA,"demersal"
"Citharichthys arctifrons","Goode, 1880","1",NA,NA,NA,2.5,7.5,"benthivorous",NA,0.18,NA,"demersal"
"Citharichthys arctifrons","Goode, 1880","1",NA,NA,NA,2.5,7.5,"benthivorous",NA,0.18,NA,"demersal"
"Citharichthys arctifrons","Goode, 1880","1",NA,NA,NA,2.5,7.5,"benthivorous",NA,0.18,NA,"demersal"
"Citharichthys arctifrons","Goode, 1880","1",NA,NA,NA,2.5,7.5,"benthivorous",NA,0.18,NA,"demersal"
"Bellator militaris","(Goode &amp; Bean, 1896)","1",30.82,43,NA,2.8,14.6,"generalist",NA,0.125,NA,"demersal"
"Bellator militaris","(Goode &amp; Bean, 1896)","1",30.82,43,NA,2.8,14.6,"generalist",NA,0.125,NA,"demersal"
"Bellator militaris","(Goode &amp; Bean, 1896)","1",30.82,43,NA,2.8,12,"generalist",NA,0.125,NA,"demersal"
"Synagrops spinosus","Schultz, 1940","1",NA,NA,NA,NA,NA,"generalist",NA,0.13,NA,"bathydemersal"
"Synagrops spinosus","Schultz, 1940","1",NA,NA,NA,NA,NA,"generalist",NA,0.13,NA,"bathydemersal"
"Synagrops spinosus","Schultz, 1940","1",NA,NA,NA,NA,NA,"generalist",NA,0.13,NA,"bathydemersal"
"Synagrops spinosus","Schultz, 1940","1",NA,NA,NA,NA,NA,"generalist",NA,0.13,NA,"bathydemersal"
"Brotula barbata","(Bloch &amp; Schneider, 1801)","1",72.5167,130,NA,0.6,25.5,"generalist",8520,0.94,NA,"reef-associated"
"Taractes rubescens","(Jordan &amp; Evermann, 1887)","1",NA,NA,NA,NA,NA,NA,NA,0.89,300,"benthopelagic"
"Ophidion antipholus","Lea &amp; Robins, 2003","1",NA,NA,NA,NA,NA,NA,NA,0.21,39.5,"benthopelagic"
"Carapus bermudensis","(Jones, 1874)","1",NA,NA,NA,NA,NA,"generalist",NA,0.2,NA,"reef-associated"
"Carapus bermudensis","(Jones, 1874)","1",NA,NA,NA,NA,NA,"generalist",NA,0.2,NA,"reef-associated"
"Atherinella brasiliensis","(Quoy &amp; Gaimard, 1825)","1",NA,NA,NA,NA,NA,NA,NA,0.1770000076,NA,"benthopelagic"
"Bothus maculiferus","(Poey, 1860)","1",NA,NA,NA,NA,NA,NA,NA,0.25,NA,"demersal"
"Citharichthys cornutus","(G<fc>nther, 1880)","1",NA,NA,NA,2.5,7.5,"generalist",NA,0.1,NA,"bathydemersal"
"Citharichthys cornutus","(G<fc>nther, 1880)","1",NA,NA,NA,2.5,7.5,"generalist",NA,0.1,NA,"bathydemersal"
"Citharichthys cornutus","(G<fc>nther, 1880)","1",NA,NA,NA,2.5,7.5,"generalist",NA,0.1,NA,"bathydemersal"
"Citharichthys cornutus","(G<fc>nther, 1880)","1",NA,NA,NA,2.5,7.5,"generalist",NA,0.1,NA,"bathydemersal"
"Caulolatilus intermedius","Howell Rivero, 1936","1",NA,NA,NA,2,15,"generalist",NA,0.6,NA,"demersal"
"Cantherhines macrocerus","(Hollard, 1853)","1",NA,NA,NA,1,7.2,"benthivorous",NA,0.46,NA,"reef-associated"
"Saurida suspicio","Breder, 1927","1",NA,NA,NA,NA,NA,NA,NA,0.09,NA,"demersal"
"Jenkinsia stolifera","(Jordan &amp; Gilbert, 1884)","1",NA,NA,NA,NA,NA,NA,NA,0.04,25,"reef-associated"
"Apionichthys dumerili","Kaup, 1858","1",NA,NA,NA,NA,NA,NA,NA,0.1310000038,NA,"demersal"
"Selene brownii","(Cuvier, 1816)","1",NA,NA,NA,NA,NA,NA,119.3000031,0.29,NA,"demersal"
"Selene setapinnis","(Mitchill, 1815)","1",84.05,118,3.7,2.7,19.8,"generalist",4600,0.52,NA,"benthopelagic"
"Selene setapinnis","(Mitchill, 1815)","1",84.05,118,3.7,2.7,19.8,"generalist",4600,0.52,NA,"benthopelagic"
"Selene setapinnis","(Mitchill, 1815)","1",84.05,118,3.7,2.7,19.8,"generalist",4600,0.52,NA,"benthopelagic"
"Selene setapinnis","(Mitchill, 1815)","1",84.05,118,3.7,2.7,19.8,"generalist",4600,0.52,NA,"benthopelagic"
"Selene setapinnis","(Mitchill, 1815)","1",84.05,118,3.7,2.7,19.8,"generalist",4600,0.52,NA,"benthopelagic"
"Selene vomer","(Linnaeus, 1758)","1",NA,NA,NA,2.7,19.8,"generalist",2100,0.483,NA,"demersal"
"Selene vomer","(Linnaeus, 1758)","1",NA,NA,NA,2.7,19.8,"generalist",2100,0.483,NA,"demersal"
"Selene vomer","(Linnaeus, 1758)","1",NA,NA,NA,2.7,19.8,"generalist",2100,0.483,NA,"demersal"
"Selene vomer","(Linnaeus, 1758)","1",NA,NA,NA,2.7,19.8,"generalist",2100,0.483,NA,"demersal"
"Seriola rivoliana","Valenciennes, 1833","1",77.7667,287,4.5,4,15,"piscivorous",59870,1.6,50,"reef-associated"
"Seriola rivoliana","Valenciennes, 1833","1",77.7667,287,4.5,4,15,"piscivorous",59870,1.6,50,"reef-associated"
"Seriola rivoliana","Valenciennes, 1833","1",77.7667,287,4.5,4,15,"piscivorous",59870,1.6,50,"reef-associated"
"Seriola rivoliana","Valenciennes, 1833","1",77.7667,287,4.5,4,15,"piscivorous",59870,1.6,50,"reef-associated"
"Seriola zonata","(Mitchill, 1815)","1",NA,NA,NA,4,15,"generalist",5200,0.75,NA,"benthopelagic"
"Seriola zonata","(Mitchill, 1815)","1",NA,NA,NA,4,15,"generalist",5200,0.75,NA,"benthopelagic"
"Seriola zonata","(Mitchill, 1815)","1",NA,NA,NA,4,15,"generalist",5200,0.75,NA,"benthopelagic"
"Seriola zonata","(Mitchill, 1815)","1",NA,NA,NA,4,15,"generalist",5200,0.75,NA,"benthopelagic"
"Trachinotus carolinus","(Linnaeus, 1766)","1",88.85,67,3.5,3.1,23,"benthivorous",3760,0.64,NA,"benthopelagic"
"Trachinotus carolinus","(Linnaeus, 1766)","1",88.85,67,3.5,3.1,23,"benthivorous",3760,0.64,NA,"benthopelagic"
"Trachinotus carolinus","(Linnaeus, 1766)","1",88.85,67,3.5,3.1,23,"benthivorous",3760,0.64,NA,"benthopelagic"
"Trachinotus carolinus","(Linnaeus, 1766)","1",88.85,67,3.5,3.1,23,"benthivorous",3760,0.64,NA,"benthopelagic"
"Trinectes microphthalmus","(Chabanaud, 1928)","1",NA,NA,NA,NA,NA,NA,4.5,0.09399999619,NA,"demersal"
"Melanorhinus microps","(Poey, 1860)","1",NA,NA,NA,NA,NA,NA,NA,0.075,NA,"pelagic-oceanic"
"Opsanus dichrostomus","Collette, 2001","1",NA,NA,NA,NA,NA,NA,NA,0.1260000038,3,"demersal"
"Opsanus phobetron","Walters &amp; Robins, 1961","1",NA,NA,NA,NA,NA,NA,NA,0.215,NA,"demersal"
"Thalassophryne nattereri","Steindachner, 1876","1",NA,NA,NA,NA,NA,NA,230.8000031,0.2129999924,NA,"demersal"
"Brevoortia smithi","Hildebrand, 1941","1",NA,NA,NA,3,14,"planktivorous",NA,0.33,NA,"pelagic"
"Brevoortia tyrannus","(Latrobe, 1802)","1",84.05,62,2.2,3,14,"planktivorous",NA,0.47,NA,"pelagic"
"Brevoortia tyrannus","(Latrobe, 1802)","1",84.05,62,2.2,3,14,"planktivorous",NA,0.47,NA,"pelagic"
"Brevoortia tyrannus","(Latrobe, 1802)","1",84.05,62,2.2,3,14,"planktivorous",NA,0.47,NA,"pelagic"
"Brevoortia tyrannus","(Latrobe, 1802)","1",84.05,62,2.2,3,14,"planktivorous",NA,0.47,NA,"pelagic"
"Brevoortia tyrannus","(Latrobe, 1802)","1",84.05,62,2.2,3,14,"planktivorous",NA,0.47,NA,"pelagic"
"Anchoa colonensis","Hildebrand, 1943","1",NA,NA,NA,NA,NA,NA,NA,0.14,25,"pelagic-neritic"
"Anchoviella elongata","(Meek &amp; Hildebrand, 1923)","1",NA,NA,NA,NA,NA,NA,NA,0.11,NA,"pelagic-neritic"
"Cetengraulis edentulus","(Cuvier, 1829)","1",58.3023,62,2.1,5.3,18.7,NA,21.10000038,0.166,NA,NA
"Antennatus bermudensis","(Schultz, 1957)","1",NA,NA,NA,NA,NA,NA,NA,0.07599999905,17,"reef-associated"
"Antennarius multiocellatus","(Valenciennes, 1837)","1",NA,NA,NA,NA,NA,"generalist",NA,0.2,NA,"reef-associated"
"Lophiodes reticulatus","Caruso &amp; Suttkus, 1979","1",NA,NA,NA,5.4,13.4,"piscivorous",NA,0.25,NA,"bathydemersal"
"Alionematichthys minyomma","(Sedor &amp; Cohen 1987)","1",NA,NA,NA,NA,NA,NA,NA,0.07789999962,4.5,"reef-associated"
"Calamopteryx goslinei","B<f6>hlke &amp; Cohen, 1966","1",NA,NA,NA,NA,NA,NA,NA,0.06349999905,32,"reef-associated"
"Ogilbia boehlkei","M<f8>ller, Schwarzhans &amp; Nielsen, 2005","1",NA,NA,NA,NA,NA,NA,NA,0.07,8,"reef-associated"
"Ogilbia jeffwilliamsi","M<f8>ller, Schwarzhans &amp; Nielsen, 2005","1",NA,NA,NA,NA,NA,NA,NA,0.05599999905,7.5,"reef-associated"
"Ogilbia suarezae","M<f8>ller, Schwarzhans &amp; Nielsen, 2005","1",NA,NA,NA,NA,NA,NA,NA,0.075,5,"reef-associated"
"Ogilbichthys kakuki","M<f8>ller, Schwarzhans &amp; Nielsen, 2004","1",NA,NA,NA,NA,NA,NA,NA,0.06699999809,7.5,"reef-associated"
"Echiodon dawsoni","Williams &amp; Shipp, 1982","1",NA,NA,NA,NA,NA,"generalist",NA,0.112,NA,"demersal"
"Lepophidium aporrhox","Robins, 1961","1",NA,NA,NA,NA,NA,NA,NA,0.1889999962,116,"demersal"
"Lepophidium jeannae","Fowler, 1941","1",NA,NA,NA,NA,NA,NA,NA,0.2960000038,152.5,"reef-associated"
"Neobythites gilli","Goode &amp; Bean, 1885","1",NA,NA,NA,0.6,25.5,"benthivorous",NA,0.149,NA,"benthopelagic"
"Neobythites marginatus","Goode &amp; Bean, 1886","1",NA,NA,NA,0.6,25.5,"benthivorous",NA,0.216,NA,"benthopelagic"
"Ophidion grayi","(Fowler, 1948)","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.3,NA,"demersal"
"Ophidion grayi","(Fowler, 1948)","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.3,NA,"demersal"
"Ophidion grayi","(Fowler, 1948)","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.3,NA,"demersal"
"Ophidion marginatum","DeKay, 1842","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.25,NA,"demersal"
"Ophidion marginatum","DeKay, 1842","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.25,NA,"demersal"
"Ophidion marginatum","DeKay, 1842","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.25,NA,"demersal"
"Ophidion marginatum","DeKay, 1842","1",NA,NA,NA,0.7,25.5,"benthivorous",NA,0.25,NA,"demersal"
"Ophidion nocomis","Robins &amp; B<f6>hlke, 1959","1",NA,NA,NA,NA,NA,NA,NA,0.08699999809,11.5,"demersal"
"Parophidion schmidti","(Woods &amp; Kanazawa, 1951)","1",NA,NA,NA,NA,NA,NA,NA,0.1,NA,"demersal"
"Synagrops trispinosus","Mochizuki &amp; Sano, 1984","1",48.5754,50,NA,1.1,3.4,NA,NA,0.115,NA,NA
"Brama caribbea","Mead, 1972","1",NA,NA,NA,NA,NA,NA,NA,0.25,400,"pelagic-oceanic"
"Decapterus tabl","Berry, 1968","1",NA,NA,NA,3,10.5,"planktivorous",560,0.5,NA,"reef-associated"
"Hemicaranx amblyrhynchus","(Cuvier, 1833)","1",NA,NA,NA,2.7,19.8,"benthivorous",NA,0.5,NA,"pelagic"
"Hemicaranx amblyrhynchus","(Cuvier, 1833)","1",NA,NA,NA,2.7,19.8,"benthivorous",NA,0.5,NA,"pelagic"
"Oligoplites saliens","(Bloch, 1793)","1",54.4533,81,3.8,1.8,7.2,NA,900,0.5,NA,NA
"Trachinotus cayennensis","Cuvier, 1832","1",4.95778,7,NA,2,8.4,NA,NA,0.6,NA,NA
"Trachinotus falcatus","(Linnaeus, 1758)","1",NA,NA,NA,3.1,23,"generalist",36000,0.781,NA,"reef-associated"
"Trachinotus falcatus","(Linnaeus, 1758)","1",NA,NA,NA,3.1,23,"generalist",36000,0.781,NA,"reef-associated"
"Trachinotus falcatus","(Linnaeus, 1758)","1",NA,NA,NA,3.1,23,"generalist",36000,0.781,NA,"reef-associated"
"Lepidocybium flavobrunneum","(Smith, 1843)","1",94.855,312,4.3,4,12.2,"generalist",45000,2,NA,"benthopelagic"
"Lepidocybium flavobrunneum","(Smith, 1843)","1",94.855,312,4.3,4,12.2,"generalist",45000,2,NA,"benthopelagic"
"Opistognathus aurifrons","(Jordan &amp; Thompson, 1905)","1",NA,NA,NA,NA,NA,"planktivorous",NA,0.1,NA,"reef-associated"
"Opistognathus gilberti","B<f6>hlke, 1967","1",NA,NA,NA,NA,NA,NA,NA,0.06349999905,NA,"reef-associated"
"Opistognathus macrognathus","Poey, 1860","1",NA,NA,NA,NA,NA,NA,NA,0.2,22,"reef-associated"
"Opistognathus signatus","Smith-Vaniz, 1997","1",NA,NA,NA,NA,NA,NA,NA,0.08909999847,47.5,"demersal"
"Hemanthias leptus","(Ginsburg, 1952)","1",15.8147,21,NA,1,20,"generalist",NA,0.5,NA,"demersal"
"Plectranthias garrupellus","Robins &amp; Starck, 1961","1",NA,NA,NA,NA,NA,NA,NA,0.1,134,"demersal"
"Bathyanthias cubensis","(Schultz, 1958)","1",NA,NA,NA,2,21.4,"generalist",NA,0.15,NA,"bathydemersal"
"Centropristis fuscula","Poey, 1861","1",NA,NA,NA,NA,NA,NA,NA,0.15,NA,"reef-associated"
"Diplectrum bivittatum","(Valenciennes, 1828)","1",NA,NA,NA,1.1,20,"generalist",NA,0.25,NA,"reef-associated"
"Diplectrum bivittatum","(Valenciennes, 1828)","1",NA,NA,NA,1.1,20,"generalist",NA,0.25,NA,"reef-associated"
"Diplectrum bivittatum","(Valenciennes, 1828)","1",NA,NA,NA,1.1,20,"generalist",NA,0.25,NA,"reef-associated"
"Diplectrum radiale","(Quoy &amp; Gaimard, 1824)","1",72.4083,86,4.1,2,7.1,NA,101.4000015,0.26,NA,NA
"Hypoplectrus aberrans","Poey, 1868","1",NA,NA,NA,NA,NA,NA,NA,0.13,9,"reef-associated"
"Hypoplectrus chlorurus","(Cuvier, 1828)","1",NA,NA,NA,NA,NA,NA,NA,0.1269999981,13,"reef-associated"
"Hypoplectrus gemma","Goode &amp; Bean, 1882","1",NA,NA,NA,NA,NA,NA,NA,0.13,NA,"reef-associated"
"Paralabrax dewegeri","(Metzelaar, 1919)","1",4.7,10,NA,2.8,11.4,NA,1300,0.43,NA,NA
"Serranus atrobranchus","(Cuvier, 1829)","1",NA,NA,NA,3,6,"generalist",NA,0.19,NA,"demersal"
"Serranus atrobranchus","(Cuvier, 1829)","1",NA,NA,NA,3,5,"generalist",NA,0.19,NA,"demersal"
"Serranus atrobranchus","(Cuvier, 1829)","1",NA,NA,NA,3,6,"generalist",NA,0.19,NA,"demersal"
"Serranus atrobranchus","(Cuvier, 1829)","1",NA,NA,NA,3,6,"generalist",NA,0.19,NA,"demersal"
"Serranus baldwini","(Evermann &amp; Marsh, 1899)","1",NA,NA,NA,NA,NA,NA,NA,0.12,40.5,"reef-associated"
"Serranus subligarius","(Cope, 1870)","1",NA,NA,NA,3,5,"generalist",NA,0.1,NA,"demersal"
"Serranus subligarius","(Cope, 1870)","1",NA,NA,NA,3,5,"generalist",NA,0.1,NA,"demersal"
"Kathetostoma albigutta","Bean, 1892","1",20.2047,23,NA,1.5,5,"piscivorous",NA,0.28,NA,"demersal"
"Kathetostoma albigutta","Bean, 1892","1",20.2047,23,NA,1.5,5,"piscivorous",NA,0.28,NA,"demersal"
"Kathetostoma albigutta","Bean, 1892","1",20.2047,23,NA,1.5,5,"piscivorous",NA,0.28,NA,"demersal"
"Bothus lunatus","(Linnaeus, 1758)","1",56.3667,158,4.4,1.7,7,"piscivorous",NA,0.46,NA,"reef-associated"
"Bothus lunatus","(Linnaeus, 1758)","1",56.3667,158,4.4,1.7,7,"piscivorous",NA,0.46,NA,"reef-associated"
"Symphurus piger","(Goode &amp; Bean, 1886)","1",NA,NA,NA,2,5,"benthivorous",NA,0.15,NA,"bathydemersal"
"Symphurus plagiusa","(Linnaeus, 1766)","1",NA,NA,NA,2,5,"benthivorous",NA,0.21,NA,"demersal"
"Symphurus plagiusa","(Linnaeus, 1766)","1",NA,NA,NA,2,5,"benthivorous",NA,0.21,NA,"demersal"
"Symphurus plagiusa","(Linnaeus, 1766)","1",NA,NA,NA,2,5,"benthivorous",NA,0.21,NA,"demersal"
"Symphurus plagiusa","(Linnaeus, 1766)","1",NA,NA,NA,2,5,"benthivorous",NA,0.21,NA,"demersal"
"Symphurus tessellatus","(Quoy &amp; Gaimard, 1824)","1",NA,NA,NA,NA,NA,NA,NA,0.22,43.5,"demersal"
"Symphurus urospilus","Ginsburg, 1951","1",NA,NA,NA,2,5,"benthivorous",NA,0.166,NA,"demersal"
"Symphurus urospilus","Ginsburg, 1951","1",NA,NA,NA,2,5,"benthivorous",NA,0.166,NA,"demersal"
"Ancylopsetta dilecta","(Goode &amp; Bean, 1883)","1",29.86583,35,NA,2.8,7.2,"benthivorous",NA,0.25,NA,"demersal"
"Ancylopsetta dilecta","(Goode &amp; Bean, 1883)","1",29.86583,35,NA,2.8,6.9,"benthivorous",NA,0.25,NA,"demersal"
"Ancylopsetta ommata","(Jordan &amp; Gilbert, 1883)","1",NA,NA,NA,2.8,6.9,"benthivorous",NA,0.25,NA,"demersal"
"Ancylopsetta ommata","(Jordan &amp; Gilbert, 1883)","1",NA,NA,NA,2.8,7.2,"benthivorous",NA,0.25,NA,"demersal"
"Ancylopsetta ommata","(Jordan &amp; Gilbert, 1883)","1",NA,NA,NA,2.8,7.2,"benthivorous",NA,0.25,NA,"demersal"
"Ancylopsetta ommata","(Jordan &amp; Gilbert, 1883)","1",NA,NA,NA,2.8,7.2,"benthivorous",NA,0.25,NA,"demersal"
"Citharichthys valdezi","Cervig<f3>n, 1986","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Paralichthys albigutta","Jordan &amp; Gilbert, 1882","1",27.0885,39,NA,3,8.5,"benthivorous",2830,0.71,NA,"demersal"
"Paralichthys albigutta","Jordan &amp; Gilbert, 1882","1",27.0885,39,NA,3,8.5,"benthivorous",2830,0.71,NA,"demersal"
"Paralichthys albigutta","Jordan &amp; Gilbert, 1882","1",27.0885,39,NA,3,8.5,"benthivorous",2830,0.71,NA,"demersal"
"Paralichthys albigutta","Jordan &amp; Gilbert, 1882","1",27.0885,39,NA,3,8.5,"benthivorous",2830,0.71,NA,"demersal"
"Paralichthys squamilentus","Jordan &amp; Gilbert, 1882","1",NA,NA,NA,3,8.5,"benthivorous",NA,0.46,NA,"demersal"
"Paralichthys squamilentus","Jordan &amp; Gilbert, 1882","1",NA,NA,NA,3,8.5,"benthivorous",NA,0.46,NA,"demersal"
"Paralichthys squamilentus","Jordan &amp; Gilbert, 1882","1",NA,NA,NA,3,8.5,"benthivorous",NA,0.46,NA,"demersal"
"Paralichthys squamilentus","Jordan &amp; Gilbert, 1882","1",NA,NA,NA,3,8.5,"benthivorous",NA,0.46,NA,"demersal"
"Syacium gunteri","Ginsburg, 1933","1",NA,NA,NA,2.8,6.9,"benthivorous",NA,0.2,NA,"reef-associated"
"Scophthalmus aquosus","(Mitchill, 1815)","1",29.982,39,3.6,4,7,"generalist",NA,0.457,NA,"demersal"
"Scophthalmus aquosus","(Mitchill, 1815)","1",29.982,39,3.6,4,7,"generalist",NA,0.457,NA,"demersal"
"Scophthalmus aquosus","(Mitchill, 1815)","1",29.982,39,3.6,4,7,"generalist",NA,0.457,NA,"demersal"
"Scophthalmus aquosus","(Mitchill, 1815)","1",29.982,39,3.6,4,7,"generalist",NA,0.457,NA,"demersal"
"Scophthalmus aquosus","(Mitchill, 1815)","1",29.982,39,3.6,4,7,"generalist",NA,0.457,NA,"demersal"
"Phenacoscorpius nebris","Eschmeyer, 1965","1",NA,NA,NA,2,12,"generalist",NA,0.1,NA,"bathydemersal"
"Pontinus longispinis","Goode &amp; Bean, 1896","1",NA,NA,NA,2,16,"benthivorous",556.5999756,0.25,NA,"demersal"
"Pontinus longispinis","Goode &amp; Bean, 1896","1",NA,NA,NA,2,16,"benthivorous",556.5999756,0.25,NA,"demersal"
"Pontinus longispinis","Goode &amp; Bean, 1896","1",NA,NA,NA,2,16,"benthivorous",556.5999756,0.25,NA,"demersal"
"Scorpaena agassizii","Goode &amp; Bean, 1896","1",NA,NA,NA,2,11,"generalist",NA,0.2,NA,"demersal"
"Scorpaena agassizii","Goode &amp; Bean, 1896","1",NA,NA,NA,2,11,"generalist",NA,0.2,NA,"demersal"
"Scorpaena agassizii","Goode &amp; Bean, 1896","1",NA,NA,NA,2,11,"generalist",NA,0.2,NA,"demersal"
"Scorpaena agassizii","Goode &amp; Bean, 1896","1",NA,NA,NA,2,11,"generalist",NA,0.2,NA,"demersal"
"Scorpaena calcarata","Goode &amp; Bean, 1882","1",NA,NA,NA,2,11,"generalist",NA,0.13,NA,"reef-associated"
"Scorpaena calcarata","Goode &amp; Bean, 1882","1",NA,NA,NA,2,11,"generalist",NA,0.13,NA,"reef-associated"
"Scorpaena isthmensis","Meek &amp; Hildebrand, 1928","1",NA,NA,NA,NA,NA,NA,NA,0.16,NA,"demersal"
"Prionotus rubio","Jordan, 1886","1",NA,NA,NA,3.3,14.6,"generalist",NA,0.3,NA,"demersal"
"Prionotus rubio","Jordan, 1886","1",NA,NA,NA,3.3,11.9,"generalist",NA,0.3,NA,"demersal"
"Prionotus rubio","Jordan, 1886","1",NA,NA,NA,3.3,14.6,"generalist",NA,0.3,NA,"demersal"
"Prionotus rubio","Jordan, 1886","1",NA,NA,NA,3.3,11.9,"generalist",NA,0.3,NA,"demersal"
"Aluterus heudelotii","Hollard, 1855","1",NA,NA,NA,1,7.2,"herbivorous",NA,0.45,NA,"demersal"
"Aluterus heudelotii","Hollard, 1855","1",NA,NA,NA,1,7.2,"herbivorous",NA,0.45,NA,"demersal"
"Aluterus heudelotii","Hollard, 1855","1",NA,NA,NA,1,7.2,"herbivorous",NA,0.45,NA,"demersal"
"Peristedion miniatum","Goode, 1880","1",35.3117,39,3.7,3.4,12.9,"benthivorous",NA,0.3,NA,"bathydemersal"
