date,data_src,genus,species,length_m,mass_g,depth_num,depth_zone,commercial
1927,fbs,Cirripectes,obscurus,13.39999962,NA,3,reef-associated,0
1959,fbs,Cirripectes,perustus,8.199999809,NA,12.5,reef-associated,0
1868,fbs,Cirripectes,polyzona,13,NA,10,reef-associated,0
1924,fbs,Cirripectes,quagga,10,NA,9.5,reef-associated,NA
1988,fbs,Cirripectes,randalli,10.69999981,NA,4,demersal,0
1988,fbs,Cirripectes,springeri,10,NA,9,reef-associated,0
1953,fbs,Cirripectes,stigmaticus,10,NA,10,reef-associated,0
1938,fbs,Cirripectes,vanderbilti,10,NA,5.5,reef-associated,0
1836,fbs,Cirripectes,variolosus,8.899999619,NA,15.5,reef-associated,0
1988,fbs,Cirripectes,viriosus,11.5,NA,5,demersal,0
1976,fbs,Cirrisalarias,bunares,3.5,NA,2.5,demersal,NA
1969,fbs,Citharichthys,abbotti,NA,NA,NA,demersal,NA
1970,fbs,Citharichthys,amblybregmatus,NA,NA,NA,demersal,NA
1880,fbs,Citharichthys,arctifrons,18,NA,206,demersal,NA
1900,fbs,Citharichthys,arenaceus,20,NA,NA,demersal,NA
1880,fbs,Citharichthys,cornutus,10,NA,215,bathydemersal,NA
2013,fbs,Citharichthys,darwini,6,NA,NA,benthopelagic,NA
1886,fbs,Citharichthys,dinoceros,12,NA,1090,bathydemersal,NA
1890,fbs,Citharichthys,fragilis,22,NA,182.5,demersal,1
1889,fbs,Citharichthys,gilberti,27,NA,NA,demersal,1
1999,fbs,Citharichthys,gnathus,13.22000027,NA,NA,demersal,NA
1938,fbs,Citharichthys,gordae,14.69999981,NA,109.5,demersal,NA
1970,fbs,Citharichthys,gymnorhinus,7.5,NA,118,demersal,NA
1885,fbs,Citharichthys,macrops,20,NA,50,reef-associated,NA
1995,fbs,Citharichthys,mariajorisae,12.39000034,NA,NA,demersal,NA
1982,fbs,Citharichthys,minutus,NA,NA,NA,demersal,NA
1891,fbs,Citharichthys,platophrys,20.60000038,NA,35,demersal,1
1854,fbs,Citharichthys,sordidus,41,NA,274.5,demersal,1
1862,fbs,Citharichthys,spilopterus,21,99.40000153,37.5,demersal,1
1894,fbs,Citharichthys,stampflii,16,NA,25,demersal,1
1882,fbs,Citharichthys,stigmaeus,17,NA,NA,demersal,1
1801,fbs,Citharichthys,surinamensis,NA,NA,NA,demersal,NA
1986,fbs,Citharichthys,valdezi,NA,NA,NA,demersal,NA
1890,fbs,Citharichthys,xanthostigma,25,NA,101.5,demersal,0
1915,fbs,Citharoides,macrolepidotus,29,NA,196,demersal,0
1904,fbs,Citharoides,macrolepis,25,NA,191,bathydemersal,1
2000,fbs,Citharoides,orbitalis,NA,NA,NA,bathydemersal,NA
1758,fbs,Citharus,linguatula,39.70000076,NA,NA,demersal,1
1988,fbs,Clariger,chionomaculatus,4.170000076,NA,1,demersal,NA
1882,fbs,Clevelandia,ios,6.400000095,NA,1,demersal,NA
1846,fbs,Clidoderma,asperrimum,62,4400,957.5,demersal,1
1935,fbs,Climacoporus,navalis,7,NA,NA,demersal,NA
1810,fbs,Clinitrachus,argentatus,10,NA,NA,demersal,NA
1896,fbs,Clinocottus,acuticeps,6.400000095,NA,10,demersal,0
1858,fbs,Clinocottus,analis,18,NA,9,demersal,NA
1895,fbs,Clinocottus,embryum,7,NA,NA,demersal,NA
1858,fbs,Clinocottus,globiceps,19,NA,NA,demersal,NA
1899,fbs,Clinocottus,recalvus,13,NA,NA,demersal,NA
1908,fbs,Clinoporus,biporosus,13,NA,NA,demersal,NA
1801,fbs,Clinus,acuminatus,13,NA,NA,demersal,NA
1931,fbs,Clinus,agilis,10,NA,NA,demersal,NA
1908,fbs,Clinus,arborescens,22,NA,NA,demersal,NA
1967,fbs,Clinus,berrisfordi,12,NA,NA,demersal,NA
1908,fbs,Clinus,brevicristatus,12,NA,NA,demersal,NA
1836,fbs,Clinus,cottoides,15,NA,NA,demersal,NA
2012,fbs,Clinus,exasperatus,12.69999981,NA,1,pelagic-neritic,NA
1946,fbs,Clinus,helenae,10,NA,NA,demersal,NA
1836,fbs,Clinus,heterodon,13,NA,NA,demersal,NA
1836,fbs,Clinus,latipennis,12,NA,NA,demersal,NA
2012,fbs,Clinus,musaicus,18.29999924,NA,9.5,pelagic-neritic,NA
1861,fbs,Clinus,nematopterus,11,NA,31.5,demersal,NA
1908,fbs,Clinus,ornatus,17.5,NA,NA,demersal,NA
1908,fbs,Clinus,robustus,50,NA,NA,demersal,NA
1937,fbs,Clinus,rotundifrons,5,NA,NA,demersal,NA
1758,fbs,Clinus,superciliosus,30,NA,NA,demersal,NA
1908,fbs,Clinus,taurus,23,NA,NA,demersal,NA
1908,fbs,Clinus,venustris,12,NA,NA,demersal,NA
1946,fbs,Clinus,woodi,16,NA,NA,demersal,NA
1758,fbs,Clupanodon,thrissa,26,NA,25,pelagic-neritic,1
1758,fbs,Clupea,harengus,45,1050,182,benthopelagic,1
1847,fbs,Clupea,pallasii,46,NA,237.5,pelagic-neritic,1
1941,fbs,Clupeonella,caspia,14.86999989,NA,NA,pelagic-neritic,NA
1840,fbs,Clupeonella,cultriventris,14.5,NA,11.5,pelagic-neritic,1
1840,fbs,Cnidoglanis,macrocephalus,91,2500,15.5,demersal,1
1928,fbs,Coccorella,atlantica,18.5,NA,525,bathypelagic,0
1894,fbs,Coccorella,atrata,4.150000095,NA,1463,bathypelagic,NA
1906,fbs,Coccotropsis,gymnoderma,4,NA,58.5,demersal,NA
2000,fbs,Cochlefelis,insidiator,35,NA,NA,demersal,NA
1983,fbs,Cochleoceps,bassensis,NA,NA,NA,demersal,NA
1991,fbs,Cochleoceps,bicolor,7,NA,NA,demersal,NA
1991,fbs,Cochleoceps,orientalis,5.5,NA,21.5,demersal,NA
1861,fbs,Cochleoceps,spatula,NA,NA,NA,demersal,NA
1991,fbs,Cochleoceps,viridis,5,NA,NA,demersal,NA
1829,fbs,Cociella,crocodilus,50,NA,150,reef-associated,NA
1996,fbs,Cociella,heemstrai,NA,NA,NA,demersal,NA
1996,fbs,Cociella,hutchinsi,30,NA,73.5,demersal,0
1829,fbs,Cociella,punctata,35,NA,155,reef-associated,1
1996,fbs,Cociella,somaliensis,NA,NA,NA,demersal,NA
1903,fbs,Cocotropus,altipinnis,3.150000095,NA,NA,demersal,NA
2010,fbs,Cocotropus,astakhovi,4.199999809,NA,15,benthopelagic,NA
1852,fbs,Cocotropus,dermacanthus,5.079999924,NA,20,demersal,NA
1849,fbs,Cocotropus,echinatus,7.170000076,NA,NA,demersal,NA
2010,fbs,Cocotropus,eksae,4.400000095,NA,NA,benthopelagic,NA
2010,fbs,Cocotropus,izuensis,4.730000019,NA,16.5,benthopelagic,NA
2003,fbs,Cocotropus,keramaensis,3.430000067,NA,NA,demersal,NA
1987,fbs,Cocotropus,larvatus,7.059999943,NA,22,reef-associated,NA
1943,fbs,Cocotropus,masudai,5,NA,NA,demersal,NA
2004,fbs,Cocotropus,microps,3.900000095,NA,7,benthopelagic,NA
1906,fbs,Cocotropus,monacanthus,13.10000038,NA,42.5,demersal,NA
2008,fbs,Cocotropus,possi,3.450000048,NA,NA,demersal,NA
2004,fbs,Cocotropus,richeri,2.140000105,NA,90.5,demersal,NA
2004,fbs,Cocotropus,roseomaculatus,2.920000076,NA,NA,demersal,NA
1875,fbs,Cocotropus,roseus,4.28000021,NA,NA,demersal,NA
1978,fbs,Cocotropus,steinitzi,5,NA,NA,demersal,NA
1912,fbs,Coelophrys,arca,4.099999905,NA,NA,demersal,NA
1999,fbs,Coelophrys,bradburyae,5.800000191,NA,576,bathydemersal,NA
1902,fbs,Coelophrys,brevicaudata,7.659999847,NA,NA,demersal,NA
1912,fbs,Coelophrys,brevipes,5.099999905,NA,NA,demersal,NA
1891,fbs,Coelophrys,micropus,8.409999847,NA,919.5,bathydemersal,NA
1912,fbs,Coelophrys,mollis,3.900000095,NA,NA,demersal,NA
1912,fbs,Coelophrys,oblonga,NA,NA,NA,bathydemersal,NA
1925,fbs,Coelorinchus,acanthiger,50,NA,1150,bathydemersal,0
1920,fbs,Coelorinchus,acantholepis,16,NA,NA,benthopelagic,NA
1978,fbs,Coelorinchus,aconcagua,39,NA,284.5,benthopelagic,1
1912,fbs,Coelorinchus,acutirostris,22.29999924,NA,305.5,bathydemersal,NA
2006,fbs,Coelorinchus,amirantensis,52.5,NA,1425,bathydemersal,NA
1999,fbs,Coelorinchus,amydrozosterus,25,NA,507,bathydemersal,NA
1904,fbs,Coelorinchus,anatirostris,43,NA,425,bathydemersal,1
1994,fbs,Coelorinchus,anisacanthus,30,NA,NA,benthopelagic,NA
1905,fbs,Coelorinchus,aratrum,35.5,NA,626.5,benthopelagic,NA
1912,fbs,Coelorinchus,argentatus,37,NA,333.5,benthopelagic,NA
1913,fbs,Coelorinchus,argus,20,NA,274,benthopelagic,NA
1911,fbs,Coelorinchus,aspercephalus,34,NA,184,benthopelagic,1
1963,fbs,Coelorinchus,asteroides,40,NA,NA,benthopelagic,NA
1839,fbs,Coelorinchus,australis,55,NA,190,benthopelagic,NA
1982,fbs,Coelorinchus,biclinozonalis,60,NA,276.5,benthopelagic,NA
1980,fbs,Coelorinchus,bollonsi,NA,NA,196,benthopelagic,NA
1925,fbs,Coelorinchus,braueri,40,NA,800,bathydemersal,0
1984,fbs,Coelorinchus,brevirostris,21.60000038,NA,500,benthopelagic,NA
1810,fbs,Coelorinchus,caelorhincus,48,NA,787.5,benthopelagic,1
1980,fbs,Coelorinchus,campbellicus,NA,NA,NA,benthopelagic,NA
1899,fbs,Coelorinchus,canus,27.5,NA,290,benthopelagic,0
1885,fbs,Coelorinchus,caribbaeus,45,NA,450,bathydemersal,1
1920,fbs,Coelorinchus,carinifer,28.70000076,NA,596.5,bathydemersal,NA
1896,fbs,Coelorinchus,caudani,36,NA,1090,bathydemersal,NA
1993,fbs,Coelorinchus,celaenostomus,82.80000305,NA,790.5,bathydemersal,NA
1999,fbs,Coelorinchus,charius,37,NA,555.5,bathydemersal,NA
1916,fbs,Coelorinchus,chilensis,48,NA,870,bathydemersal,1
1920,fbs,Coelorinchus,cingulatus,NA,NA,NA,bathydemersal,NA
1912,fbs,Coelorinchus,commutabilis,NA,NA,NA,benthopelagic,NA
1980,fbs,Coelorinchus,cookianus,NA,NA,810.5,benthopelagic,NA
1997,fbs,Coelorinchus,cylindricus,19,NA,735,bathydemersal,NA
1921,fbs,Coelorinchus,denticulatus,28,NA,199.5,benthopelagic,0
1984,fbs,Coelorinchus,divergens,NA,NA,NA,benthopelagic,NA
1920,fbs,Coelorinchus,dorsalis,NA,NA,404.5,benthopelagic,NA
1905,fbs,Coelorinchus,doryssus,32.70000076,NA,695,benthopelagic,NA
1878,fbs,Coelorinchus,fasciatus,50,NA,579.5,bathydemersal,1
1894,fbs,Coelorinchus,flabellispinis,47.5,NA,NA,benthopelagic,NA
1963,fbs,Coelorinchus,formosanus,25,NA,250,benthopelagic,1
2009,fbs,Coelorinchus,fuscigulus,NA,NA,500,bathydemersal,NA
1999,fbs,Coelorinchus,gaesorhynchus,25,NA,NA,bathydemersal,NA
1973,fbs,Coelorinchus,geronimo,26.5,NA,355,benthopelagic,NA
1925,fbs,Coelorinchus,gilberti,60,NA,635,benthopelagic,NA
1897,fbs,Coelorinchus,gladius,NA,NA,471.5,benthopelagic,NA
1999,fbs,Coelorinchus,goobala,35,NA,441,bathydemersal,NA
2008,fbs,Coelorinchus,gormani,30,NA,450,bathydemersal,NA
1982,fbs,Coelorinchus,hexafasciatus,62,NA,623,bathydemersal,1
1943,fbs,Coelorinchus,hige,NA,NA,NA,benthopelagic,NA
2008,fbs,Coelorinchus,hoangi,35,NA,590,bathydemersal,NA
1993,fbs,Coelorinchus,horribilis,35,NA,1024,bathydemersal,NA
1936,fbs,Coelorinchus,hubbsi,23,NA,NA,benthopelagic,NA
1992,fbs,Coelorinchus,immaculatus,32,NA,560,bathydemersal,NA
1993,fbs,Coelorinchus,infuscus,30.5,NA,NA,bathydemersal,NA
1907,fbs,Coelorinchus,innotabilis,32,NA,1008.5,bathydemersal,1
1846,fbs,Coelorinchus,japonicus,75,NA,650,bathydemersal,1
1906,fbs,Coelorinchus,jordani,26,NA,NA,benthopelagic,NA
1979,fbs,Coelorinchus,kaiyomaru,43,NA,887.5,bathydemersal,0
1943,fbs,Coelorinchus,kamoharai,28,NA,310,bathydemersal,1
1984,fbs,Coelorinchus,karrerae,35,NA,706.5,bathydemersal,0
1904,fbs,Coelorinchus,kermadecus,62,NA,740.5,benthopelagic,NA
1900,fbs,Coelorinchus,kishinouyei,36,NA,400,bathydemersal,1
1896,fbs,Coelorinchus,labiatus,50,NA,1340,bathydemersal,0
2020,fbs,Coelorinchus,lanceolatus,26,NA,528.5,benthopelagic,NA
1999,fbs,Coelorinchus,lasti,62,NA,NA,benthopelagic,NA
2004,fbs,Coelorinchus,leptorhinus,85,NA,600,benthopelagic,NA
1982,fbs,Coelorinchus,longicephalus,89,NA,518,bathydemersal,1
1943,fbs,Coelorinchus,longissimus,36,NA,NA,benthopelagic,NA
1877,fbs,Coelorinchus,macrochir,68,NA,532.5,bathydemersal,1
1920,fbs,Coelorinchus,macrolepis,NA,NA,NA,benthopelagic,NA
1912,fbs,Coelorinchus,macrorhynchus,NA,NA,544,bathydemersal,NA
1920,fbs,Coelorinchus,maculatus,NA,NA,468.5,bathydemersal,NA
1934,fbs,Coelorinchus,marinii,38,NA,400,benthopelagic,NA
1980,fbs,Coelorinchus,matamua,65,NA,725,bathydemersal,1
1982,fbs,Coelorinchus,matsubarai,33,NA,457.5,bathydemersal,NA
1993,fbs,Coelorinchus,maurofasciatus,39.90000153,NA,NA,bathydemersal,NA
1999,fbs,Coelorinchus,mayiae,28,NA,175,bathydemersal,NA
2002,fbs,Coelorinchus,mediterraneus,24.5,NA,1000,bathydemersal,NA
1997,fbs,Coelorinchus,melanobranchus,21,NA,467.5,bathydemersal,NA
1999,fbs,Coelorinchus,melanosagmatus,23,NA,346.5,bathypelagic,NA
1926,fbs,Coelorinchus,mirus,35,NA,265,demersal,NA
1992,fbs,Coelorinchus,multifasciatus,14,NA,469.5,bathydemersal,NA
1942,fbs,Coelorinchus,multispinulosus,38,NA,225,benthopelagic,1
1993,fbs,Coelorinchus,mycterismus,49,NA,991.5,bathydemersal,NA
1993,fbs,Coelorinchus,mystax,55,NA,566,bathydemersal,NA
1992,fbs,Coelorinchus,nazcaensis,40,NA,377.5,bathypelagic,NA
1912,fbs,Coelorinchus,notatus,NA,NA,NA,benthopelagic,NA
2020,fbs,Coelorinchus,nox,44,NA,687.5,benthopelagic,NA
2009,fbs,Coelorinchus,obscuratus,45,NA,1236.5,bathydemersal,NA
1885,fbs,Coelorinchus,occa,50,NA,1310,bathydemersal,0
1927,fbs,Coelorinchus,oliverianus,35,NA,665,bathydemersal,1
2009,fbs,Coelorinchus,osipullus,71,NA,970,bathydemersal,NA
1877,fbs,Coelorinchus,parallelus,48,NA,810,bathydemersal,1
1999,fbs,Coelorinchus,pardus,30,NA,147,benthopelagic,NA
1993,fbs,Coelorinchus,parvifasciatus,28.5,NA,550,bathydemersal,NA
1912,fbs,Coelorinchus,platorhynchus,NA,NA,952.5,bathydemersal,NA
1973,fbs,Coelorinchus,polli,30,NA,257.5,benthopelagic,NA
1916,fbs,Coelorinchus,productus,31,NA,435.5,bathydemersal,1
1983,fbs,Coelorinchus,pseudoparallelus,NA,NA,NA,bathydemersal,NA
1891,fbs,Coelorinchus,quadricristatus,NA,NA,542.5,benthopelagic,NA
1920,fbs,Coelorinchus,quincunciatus,NA,NA,247,benthopelagic,NA
1920,fbs,Coelorinchus,radcliffei,NA,NA,457.5,bathydemersal,NA
1890,fbs,Coelorinchus,scaphopsis,34,NA,240,benthopelagic,1
1997,fbs,Coelorinchus,semaphoreus,34,NA,432.5,bathydemersal,NA
1997,fbs,Coelorinchus,sereti,45,NA,618.5,bathydemersal,NA
1920,fbs,Coelorinchus,sexradiatus,NA,NA,412.5,bathydemersal,NA
1997,fbs,Coelorinchus,shcherbachevi,NA,NA,812.5,bathydemersal,NA
2004,fbs,Coelorinchus,sheni,93.69999695,NA,525,benthopelagic,NA
1994,fbs,Coelorinchus,simorhynchus,40.5,NA,562.5,bathydemersal,NA
1920,fbs,Coelorinchus,smithi,43.20000076,NA,705,bathydemersal,NA
1984,fbs,Coelorinchus,sparsilepis,NA,NA,NA,bathydemersal,NA
1993,fbs,Coelorinchus,spathulatus,27.5,NA,690,bathydemersal,NA
1992,fbs,Coelorinchus,spilonotus,20,NA,465,benthopelagic,NA
1920,fbs,Coelorinchus,spinifer,NA,NA,NA,benthopelagic,NA
1993,fbs,Coelorinchus,supernasutus,63.5,NA,678,bathydemersal,NA
1920,fbs,Coelorinchus,thompsoni,NA,NA,306.5,bathydemersal,NA
1999,fbs,Coelorinchus,thurla,21,NA,249.5,bathydemersal,NA
1887,fbs,Coelorinchus,tokiensis,56,NA,NA,benthopelagic,NA
1999,fbs,Coelorinchus,trachycarus,50.79999924,NA,986,bathydemersal,NA
1920,fbs,Coelorinchus,triocellatus,NA,NA,445.5,benthopelagic,NA
1994,fbs,Coelorinchus,trunovi,44,NA,486.5,bathypelagic,NA
1920,fbs,Coelorinchus,velifer,NA,NA,346.5,bathydemersal,NA
1973,fbs,Coelorinchus,ventrilux,30,NA,400,bathydemersal,0
2004,fbs,Coelorinchus,vityazae,32,NA,NA,bathypelagic,NA
1920,fbs,Coelorinchus,weberi,NA,NA,NA,benthopelagic,NA
2006,fbs,Coelorinchus,yurii,54.09999847,NA,1350,benthopelagic,NA
1852,fbs,Coilia,borneensis,12.39999962,NA,NA,pelagic-neritic,NA
1934,fbs,Coilia,coomansi,12.30000019,NA,25,pelagic-neritic,0
1848,fbs,Coilia,dussumieri,20,NA,25,pelagic-neritic,1
1845,fbs,Coilia,grayii,25,NA,25,pelagic-neritic,0
1758,fbs,Coilia,mystus,21,NA,NA,pelagic-neritic,0
1846,fbs,Coilia,nasus,41,NA,25,pelagic-neritic,1
1967,fbs,Coilia,neglecta,17,NA,25,pelagic-neritic,0
1822,fbs,Coilia,ramcarati,25,NA,NA,pelagic-neritic,0
1858,fbs,Coilia,rebentischii,15.19999981,NA,25,pelagic-neritic,0
1848,fbs,Coilia,reynaldi,15,NA,25,pelagic-neritic,1
1873,fbs,Colistium,guentheri,91.40000153,1800,38,demersal,1
1911,fbs,Colistium,nudipinnis,90,1500,NA,demersal,1
1837,fbs,Colletteichthys,dussumieri,27,NA,NA,demersal,1
2012,fbs,Colletteichthys,flavipinnis,13.22000027,NA,2.5,demersal,NA
2012,fbs,Colletteichthys,occidentalis,14.77999973,NA,NA,demersal,NA
1844,fbs,Collichthys,lucidus,17,NA,NA,demersal,NA
1906,fbs,Collichthys,niveatus,15,NA,NA,demersal,NA
1961,fbs,Coloconger,cadenati,90,NA,435,bathydemersal,NA
1975,fbs,Coloconger,canina,NA,NA,NA,bathydemersal,NA
1967,fbs,Coloconger,eximia,NA,NA,NA,bathydemersal,NA
1984,fbs,Coloconger,japonicus,56,NA,NA,bathydemersal,NA
1957,fbs,Coloconger,meadi,37.70000076,NA,787.5,bathydemersal,NA
1889,fbs,Coloconger,raniceps,50,NA,717,bathydemersal,NA
1967,fbs,Coloconger,scholesi,51,NA,691,bathydemersal,NA
1872,fbs,Cologrammus,flavescens,NA,NA,NA,demersal,NA
1951,fbs,Cololabis,adoceta,5.099999905,NA,0.5,pelagic-oceanic,NA
1856,fbs,Cololabis,saira,40,180,115,pelagic-oceanic,1
1801,fbs,Colomesus,psittacus,29.29999924,NA,20.5,demersal,NA
1989,fbs,Colpichthys,hubbsi,15,NA,NA,pelagic-neritic,NA
1889,fbs,Colpichthys,regis,NA,NA,NA,pelagic-neritic,NA
1977,fbs,Colurodontis,paxmani,12,NA,NA,demersal,NA
1830,fbs,Conger,cinereus,140,NA,40.5,reef-associated,1
1758,fbs,Conger,conger,300,110000,585.5,demersal,1
1901,fbs,Conger,erebennus,NA,NA,NA,demersal,NA
1861,fbs,Conger,esculentus,160,NA,260,reef-associated,1
1879,fbs,Conger,japonicus,140,NA,NA,demersal,NA
1958,fbs,Conger,macrocephalus,78.5,NA,266,bathydemersal,NA
1850,fbs,Conger,marginatus,137,NA,NA,reef-associated,NA
1856,fbs,Conger,myriaster,100,NA,575,bathydemersal,1
1818,fbs,Conger,oceanicus,230,40000,239,demersal,1
1958,fbs,Conger,oligoporus,NA,NA,254.5,reef-associated,NA
1846,fbs,Congiopodus,leucopaecilus,35,NA,122,demersal,0
1829,fbs,Congiopodus,peruvianus,27.14999962,NA,NA,demersal,NA
1839,fbs,Congiopodus,spinifer,45,NA,275,demersal,0
1772,fbs,Congiopodus,torvus,76,NA,155,demersal,0
1829,fbs,Congresox,talabon,80,NA,50,demersal,1
1853,fbs,Congresox,talabonoides,250,NA,837.5,bathydemersal,1
1934,fbs,Congrhynchus,talabonoides,30,NA,320,bathydemersal,NA
1939,fbs,Congriscus,maldivensis,35.20000076,NA,587,bathydemersal,NA
2004,fbs,Congriscus,marquesaensis,27.29999924,NA,NA,bathydemersal,NA
1877,fbs,Congriscus,megastoma,40,NA,NA,reef-associated,NA
1980,fbs,Congrogadus,amplimaculatus,12.89999962,NA,NA,demersal,NA
1908,fbs,Congrogadus,hierichthys,16,NA,NA,demersal,NA
1909,fbs,Congrogadus,malayanus,7.099999905,NA,NA,demersal,NA
1933,fbs,Congrogadus,spinifer,13,NA,NA,demersal,NA
1843,fbs,Congrogadus,subducens,45,NA,5,reef-associated,NA
1987,fbs,Coregonus,huntsmani,40,NA,NA,pelagic-neritic,NA
1881,fbs,Coregonus,laurettae,36,NA,NA,pelagic-neritic,0
1779,fbs,Coregonus,maraena,130,10000,NA,demersal,1
2000,fbs,Congrogadus,winterbottomi,11.89999962,NA,0.5,demersal,NA
1899,fbs,Congrosoma,evermanni,30,NA,NA,bathydemersal,NA
1909,fbs,Conidens,laticephalus,4,NA,NA,demersal,NA
1906,fbs,Conidens,samoensis,NA,NA,4,demersal,NA
1983,fbs,Conniella,apterygia,8,NA,35,reef-associated,NA
2002,fbs,Conocara,bertelseni,NA,NA,NA,bathypelagic,NA
1979,fbs,Conocara,fiolenti,37.20000076,NA,1485,bathypelagic,NA
1997,fbs,Conocara,kreffti,38.59999847,NA,1425,bathypelagic,NA
1888,fbs,Conocara,macropterum,34,NA,1500,bathypelagic,NA
1909,fbs,Conocara,microlepis,27,NA,1600,bathypelagic,0
1927,fbs,Conocara,murrayi,34,NA,1901.5,bathypelagic,0
1878,fbs,Conocara,nigrum,NA,NA,NA,demersal,NA
2009,fbs,Conocara,paxtoni,38.70000076,NA,NA,bathypelagic,NA
1897,fbs,Conocara,salmoneum,73,NA,3450,bathypelagic,NA
1947,fbs,Conocara,werneri,34,NA,2225,bathypelagic,NA
1946,fbs,Conodon,macrops,30,NA,NA,benthopelagic,NA
1758,fbs,Conodon,nobilis,33.59999847,588,50.5,demersal,1
1882,fbs,Conodon,serrifer,34,NA,35,demersal,1
1981,fbs,Contusus,brevicaudus,25,NA,NA,demersal,NA
1813,fbs,Contusus,richei,25.39999962,NA,25.5,demersal,NA
1829,fbs,Cookeolus,japonicus,69,4950,220,reef-associated,1
1862,fbs,Coptodon,guineensis,30,NA,NA,benthopelagic,1
1916,fbs,Coradion,altivelis,18,NA,16.5,reef-associated,0
1831,fbs,Coradion,chrysozonus,15,NA,31.5,reef-associated,1
1831,fbs,Coradion,melanopus,15,NA,20,reef-associated,NA
1957,fbs,Coralliozetus,angelicus,3.5,NA,2.5,reef-associated,NA
1963,fbs,Coralliozetus,boehlkei,NA,NA,NA,demersal,NA
1899,fbs,Coralliozetus,cardonae,8.5,NA,NA,reef-associated,NA
1938,fbs,Coralliozetus,micropes,4,NA,2,reef-associated,NA
1963,fbs,Coralliozetus,rosenblatti,3.5,NA,2.5,reef-associated,NA
1966,fbs,Coralliozetus,springeri,2.5,NA,10,reef-associated,NA
1891,fbs,Corcyrogobius,liechtensteini,2.5,NA,NA,demersal,NA
1988,fbs,Corcyrogobius,lubbocki,2,NA,20,demersal,NA
1758,fbs,Coregonus,albula,48,1000,NA,benthopelagic,1
1996,fbs,Coregonus,anaulorum,NA,NA,NA,benthopelagic,NA
1818,fbs,Coregonus,artedi,57,3350,32,pelagic-neritic,1
1776,fbs,Coregonus,autumnalis,65,NA,NA,pelagic-neritic,1
1814,fbs,Coregonus,muksun,90,13800,NA,benthopelagic,1
1789,fbs,Coregonus,peled,50,5000,NA,demersal,1
1789,fbs,Coregonus,pidschian,50,NA,NA,demersal,1
1848,fbs,Coregonus,sardinella,47,555,NA,pelagic-neritic,1
1906,fbs,Coregonus,ussuriensis,60,2100,NA,benthopelagic,1
1822,fbs,Corica,soborna,5.300000191,NA,NA,pelagic-neritic,0
1862,fbs,Coris,atlantica,NA,NA,NA,reef-associated,NA
1839,fbs,Coris,auricularis,40,NA,23,reef-associated,NA
1982,fbs,Coris,aurilineata,14,NA,6.5,reef-associated,NA
1801,fbs,Coris,aygula,120,NA,16,reef-associated,1
1875,fbs,Coris,ballieui,30,NA,83,reef-associated,NA
1856,fbs,Coris,batuensis,17,NA,16,reef-associated,1
1982,fbs,Coris,bulbifrons,60,NA,NA,reef-associated,NA
1834,fbs,Coris,caudimacula,20,NA,29,reef-associated,NA
1999,fbs,Coris,centralis,9.159999847,NA,25,reef-associated,NA
1831,fbs,Coris,cuvieri,38,NA,26,reef-associated,1
1999,fbs,Coris,debueni,27,NA,30.5,reef-associated,NA
1908,fbs,Coris,dorsomacula,38,NA,21,reef-associated,NA
1828,fbs,Coris,flavovittata,50.79999924,4620,49.5,reef-associated,NA
1830,fbs,Coris,formosa,60,NA,NA,reef-associated,1
1824,fbs,Coris,gaimard,40,NA,25.5,reef-associated,1
1999,fbs,Coris,hewetti,13.89999962,NA,20.5,reef-associated,NA
1758,fbs,Coris,julis,30,NA,60,reef-associated,1
2013,fbs,Coris,latifasciata,9.350000381,NA,19,reef-associated,NA
1999,fbs,Coris,marquesensis,NA,NA,NA,reef-associated,NA
1904,fbs,Coris,musume,NA,NA,NA,reef-associated,NA
1995,fbs,Coris,nigrotaenia,43.5,NA,11,reef-associated,NA
1801,fbs,Coris,picta,25,NA,NA,reef-associated,NA
1982,fbs,Coris,pictoides,15,NA,32,reef-associated,NA
1999,fbs,Coris,roseoviridis,19.79999924,NA,35,reef-associated,NA
1884,fbs,Coris,sandeyeri,25,NA,NA,reef-associated,NA
1835,fbs,Coris,variegata,20,NA,NA,reef-associated,NA
1875,fbs,Coris,venusta,19.29999924,NA,6,reef-associated,NA
1831,fbs,Corniger,spinosus,20,NA,160,demersal,1
1860,fbs,Corvula,batabana,25,NA,6.5,reef-associated,1
1876,fbs,Corvula,macrops,25,NA,NA,benthopelagic,NA
1890,fbs,Corvula,sanctaeluciae,26,NA,NA,demersal,1
2011,fbs,Cryptocentrus,multicinctus,9,NA,NA,reef-associated,NA
2018,fbs,Cryptocentrus,nanus,2.210000038,NA,9.5,benthopelagic,NA
1978,fbs,Cryptocentrus,nigrocellatus,13,NA,6.5,reef-associated,NA
1837,fbs,Cryptocentrus,niveatus,NA,NA,NA,demersal,NA
1908,fbs,Cryptocentrus,octofasciatus,4.5,NA,2,demersal,NA
1849,fbs,Cryptocentrus,pavoninoides,15,NA,8,demersal,NA
1853,fbs,Cryptocentrus,polyophthalmus,14,NA,20,demersal,NA
1924,fbs,Cryptocentrus,pretiosus,NA,NA,NA,demersal,NA
1932,fbs,Cryptocentrus,sericus,10,NA,5.5,benthopelagic,NA
1956,fbs,Cryptocentrus,shigensis,NA,NA,NA,reef-associated,NA
1906,fbs,Cryptocentrus,strigilliceps,12,NA,7.5,reef-associated,NA
